record_id,month,day,year,plot,species,sex,wgt
"8275","9","10","1983","17","DM","M","41"
"8276","9","10","1983","19","PM","M","24"
"8277","9","10","1983","12","NA","F","158"
"8278","9","10","1983","20","DO","M","49"
"8279","9","10","1983","24","NA","F","148"
"8280","9","10","1983","20","DS","F","122"
"8281","9","10","1983","17","SA",,
"8282","9","10","1983","24","DO","F","45"
"8283","9","10","1983","12","PP","F","14"
"8284","9","10","1983","22","DM","F","43"
"8285","9","10","1983","16","NA","F","152"
"8286","9","10","1983","18","DM","M","42"
"8287","9","10","1983","20","NA","F","146"
"8288","9","10","1983","19","NA","F","139"
"8289","9","10","1983","20","AB",,
"8290","9","10","1983","24","DM","F","37"
"8291","9","10","1983","22","DS","M","138"
"8292","9","10","1983","13","NA","F","156"
"8293","9","10","1983","12","DO","F","50"
"8294","9","10","1983","17","DS","M","128"
"8295","9","10","1983","18","NA","M","248"
"8296","9","10","1983","23","PF","M","7"
"8297","9","10","1983","17","DM","F","37"
"8298","9","10","1983","17","SA",,
"8299","9","10","1983","12","DO","F","51"
"8300","9","10","1983","22","SA",,
"8301","9","10","1983","12","DM","F","45"
"8302","9","10","1983","14","DM","M","48"
"8303","9","10","1983","16","PE","M","20"
"8304","9","10","1983","14","DO","F","43"
"8305","9","10","1983","18","DS","M","126"
"8306","9","10","1983","22","DS","F","102"
"8307","9","10","1983","14","SS",,
"8308","9","10","1983","22","DM","F","36"
"8309","9","10","1983","20","DM","F","48"
"8310","9","10","1983","23","RM","F","13"
"8311","9","10","1983","22","DS","M","130"
"8312","9","10","1983","24","SA",,
"8313","9","10","1983","19","PE","F","19"
"8314","9","10","1983","12","SA",,
"8315","9","10","1983","20","DM","M","36"
"8316","9","10","1983","12","DM","F","36"
"8317","9","10","1983","20","NA","F","168"
"8318","9","10","1983","17","DM","F","38"
"8319","9","10","1983","20","SS",,
"8320","9","10","1983","13","DM","F","43"
"8321","9","10","1983","24","DM","F","33"
"8322","9","10","1983","14","DM","F","44"
"8323","9","10","1983","17","NA","F","180"
"8324","9","10","1983","17","NA","F","71"
"8325","9","10","1983","12","DO","F","37"
"8326","9","10","1983","14","NA","M","151"
"8327","9","10","1983","19","PM","M","21"
"8328","9","10","1983","24","DM","F","40"
"8329","9","10","1983","22","DM","M","51"
"8330","9","10","1983","12","OT","F","25"
"8331","9","10","1983","20","DS","M","146"
"8332","9","10","1983","14","DO","F","48"
"8333","9","10","1983","18","DM","F","42"
"8334","9","10","1983","12","DM","F","40"
"8335","9","10","1983","23","OT","M","18"
"8336","9","10","1983","20","NA","F","177"
"8337","9","10","1983","21",,,
"8338","9","11","1983","11","PF","F","7"
"8339","9","11","1983","2","DM","M","38"
"8340","9","11","1983","3","OL","F","26"
"8341","9","11","1983","8","DO","M","50"
"8342","9","11","1983","3","OL","M","32"
"8343","9","11","1983","11","DS","M","132"
"8344","9","11","1983","8","DS","M","130"
"8345","9","11","1983","2","SS",,
"8346","9","11","1983","5","DS","M","118"
"8347","9","11","1983","2","DS","M","145"
"8348","9","11","1983","10","RM","M","9"
"8349","9","11","1983","1","DM","F","40"
"8350","9","11","1983","3","PP","F","13"
"8351","9","11","1983","9","PP","F","13"
"8352","9","11","1983","11","DO","M","43"
"8353","9","11","1983","8","PF","F","7"
"8354","9","11","1983","1","DO","M","42"
"8355","9","11","1983","2","DS","F","149"
"8356","9","11","1983","5","DM","M","51"
"8357","9","11","1983","4","NA","F","196"
"8358","9","11","1983","8","DS","F","132"
"8359","9","11","1983","2","DM","F","42"
"8360","9","11","1983","11","SA",,
"8361","9","11","1983","4","DS","M","126"
"8362","9","11","1983","6","DM","F","37"
"8363","9","11","1983","11","DO","F","49"
"8364","9","11","1983","15","NA","F","146"
"8365","9","11","1983","5","DM","M","48"
"8366","9","11","1983","11","DM","M","43"
"8367","9","11","1983","11","DM","F","38"
"8368","9","11","1983","7","RM","F","13"
"8369","9","11","1983","6","DS","F","79"
"8370","9","11","1983","11","DM","M","44"
"8371","9","11","1983","1","DS","F","137"
"8372","9","11","1983","2","OT","F","24"
"8373","9","11","1983","2","DS","M","128"
"8374","9","11","1983","11","DO","F","43"
"8375","9","11","1983","1","DM","F","38"
"8376","9","11","1983","6","NA","F","139"
"8377","9","11","1983","7","RM","F","13"
"8378","9","11","1983","1","NA","M","205"
"8379","9","11","1983","1","DM","F","32"
"8380","9","11","1983","5","OL","F","34"
"8381","9","11","1983","8","DS","F","124"
"8382","9","11","1983","11","PF","M","7"
"8383","9","11","1983","8","SA",,
"8384","9","11","1983","1","PF","M","7"
"8385","9","11","1983","6","DS","M","144"
"8386","9","11","1983","5","SS",,
"8387","9","11","1983","2","NA","F","138"
"8388","9","11","1983","11","DS","F","94"
"8389","9","11","1983","9","DS","F","122"
"8390","9","11","1983","15","OT","M","24"
"8391","9","11","1983","5","DM","F","37"
"8392","9","11","1983","8","DO","M","50"
"8393","9","11","1983","7","PM","M","20"
"8394","9","11","1983","2","NA","F","161"
"8395","9","11","1983","11","DM","F","36"
"8396","9","11","1983","5","DM","F","30"
"8397","9","11","1983","6","PF","M","8"
"8398","9","11","1983","9","NA",,"141"
"8399","9","11","1983","1","DM","M","37"
"8400","9","11","1983","15","PP","F","14"
"8401","9","11","1983","11","DO","F","39"
"8402","9","11","1983","1","DM","F","39"
"8403","9","11","1983","4","AB",,
"8404","9","11","1983","6","PP","F","17"
"8405","9","11","1983","2","PP","F","18"
"8406","9","11","1983","6","DO","F","55"
"8407","9","11","1983","2","NA","M","148"
"8408","9","11","1983","5","DM","M","48"
"8409","9","11","1983","6","OL","F","28"
"8410","9","11","1983","11","NA","M","175"
"8411","9","11","1983","4","DS","F","122"
"8412","9","11","1983","1","DS","M","146"
"8413","9","11","1983","2","DM","M","43"
"8414","9","11","1983","8","DS","M","112"
"8415","9","11","1983","4","DM","F","41"
"8416","9","11","1983","11","DS","F","125"
"8417","9","11","1983","10","SS",,
"8418","9","11","1983","9","DM","F","39"
"8419","10","15","1983","18","DS","M","130"
"8420","10","15","1983","15","PM","M","22"
"8421","10","15","1983","20","DS","F","122"
"8422","10","15","1983","18","OL","F","33"
"8423","10","15","1983","22","PF","M","6"
"8424","10","15","1983","13","NA","F","164"
"8425","10","15","1983","17","PF","M","7"
"8426","10","15","1983","20","DS","M","136"
"8427","10","15","1983","18","NA","M","256"
"8428","10","15","1983","19","RM","F","6"
"8429","10","15","1983","22","DS","M","135"
"8430","10","15","1983","22","DM","F","41"
"8431","10","15","1983","18","DO","F","33"
"8432","10","15","1983","17","DM","M","40"
"8433","10","15","1983","15","CB",,
"8434","10","15","1983","18","DM","M","42"
"8435","10","15","1983","13","DS","M","119"
"8436","10","15","1983","22","DS","F","126"
"8437","10","15","1983","17","DM","F","39"
"8438","10","15","1983","18","DO","M","44"
"8439","10","15","1983","22","DS","F","105"
"8440","10","15","1983","14","OL","M","38"
"8441","10","15","1983","17","DM","F","43"
"8442","10","15","1983","13","CB",,
"8443","10","15","1983","22","NA",,
"8444","10","15","1983","19","RM","M","8"
"8445","10","15","1983","20","DO","M","51"
"8446","10","15","1983","17","DM","F","36"
"8447","10","15","1983","17","DS","M","125"
"8448","10","15","1983","18","OT","F","26"
"8449","10","15","1983","19","OT","F","25"
"8450","10","15","1983","17","OT","F","29"
"8451","10","15","1983","18","DS",,"127"
"8452","10","15","1983","19","PM","M","23"
"8453","10","15","1983","22","DM","M","38"
"8454","10","15","1983","18","DM","F","38"
"8455","10","15","1983","22","DM","F","39"
"8456","10","15","1983","15","NA","M","233"
"8457","10","15","1983","22","DM","F","38"
"8458","10","15","1983","14","DM","F","40"
"8459","10","15","1983","17","OT","F","23"
"8460","10","15","1983","20","DM","F","42"
"8461","10","15","1983","18","DM","F","43"
"8462","10","15","1983","21","PF","F","7"
"8463","10","15","1983","14","DO","F","46"
"8464","10","15","1983","17","DO","M","53"
"8465","10","15","1983","19","PE","F","17"
"8466","10","15","1983","19","PE","M","20"
"8467","10","15","1983","20","DS","M","150"
"8468","10","15","1983","13","DS",,"132"
"8469","10","15","1983","22","DM","M","46"
"8470","10","15","1983","21","NA","F","131"
"8471","10","15","1983","13","DM","F","45"
"8472","10","15","1983","14","DM","M","43"
"8473","10","15","1983","14","OT","M","25"
"8474","10","15","1983","7",,,
"8475","10","15","1983","8",,,
"8476","10","15","1983","10",,,
"8477","10","15","1983","16",,,
"8478","10","15","1983","23",,,
"8479","10","16","1983","2","DS","F","144"
"8480","10","16","1983","3","NA","M","226"
"8481","10","16","1983","11","DO","M","34"
"8482","10","16","1983","11","DM","F","37"
"8483","10","16","1983","4","DM","M","37"
"8484","10","16","1983","5","NA","M","184"
"8485","10","16","1983","11","DS","F","91"
"8486","10","16","1983","9","DS","F","105"
"8487","10","16","1983","1","NA","M","207"
"8488","10","16","1983","24","DM","F","35"
"8489","10","16","1983","12","OT","F","28"
"8490","10","16","1983","2","OT","F","26"
"8491","10","16","1983","12","DS","M","136"
"8492","10","16","1983","9","DO","F","54"
"8493","10","16","1983","9","DO","M","46"
"8494","10","16","1983","2","DM","M","37"
"8495","10","16","1983","4","DS","M","127"
"8496","10","16","1983","1","DM","M","38"
"8497","10","16","1983","12","NA","F","165"
"8498","10","16","1983","9","DS","M","112"
"8499","10","16","1983","2","DS","M","151"
"8500","10","16","1983","12","OT","M","27"
"8501","10","16","1983","1","DM","F","36"
"8502","10","16","1983","24","NA","F","188"
"8503","10","16","1983","24","DO","F","40"
"8504","10","16","1983","11","DM","F","37"
"8505","10","16","1983","12","DO","M","47"
"8506","10","16","1983","2","OT","M","24"
"8507","10","16","1983","5","DM","M","47"
"8508","10","16","1983","12","DM","F","37"
"8509","10","16","1983","9","DM","F","38"
"8510","10","16","1983","1","DS","F","134"
"8511","10","16","1983","2","DS","M","126"
"8512","10","16","1983","1","DM","F","38"
"8513","10","16","1983","1","DS","F","131"
"8514","10","16","1983","2","NA","F","151"
"8515","10","16","1983","2","DS","F","137"
"8516","10","16","1983","6","NA","F","158"
"8517","10","16","1983","4","DS","F",
"8518","10","16","1983","5","DM","F","37"
"8519","10","16","1983","12","DM","F","42"
"8520","10","16","1983","11","RM","M","9"
"8521","10","16","1983","11","DM","M","40"
"8522","10","16","1983","2","DO","M","53"
"8523","10","16","1983","5","DM","M","43"
"8524","10","16","1983","12","DM","F","40"
"8525","10","16","1983","11","DS","F","125"
"8526","10","16","1983","6","DM","F","34"
"8527","10","16","1983","24","PM","M","25"
"8528","10","16","1983","12","OT","M","26"
"8529","10","16","1983","9","DS","F","118"
"8530","10","16","1983","4","DO","F","34"
"8531","10","16","1983","9","DO","M","38"
"8532","10","16","1983","3","DM","F","42"
"8533","10","16","1983","5","DM","M","35"
"8534","10","16","1983","9","DS","F","119"
"8535","10","16","1983","11","DO","M","44"
"8536","10","16","1983","9","DM","F","36"
"8537","10","16","1983","1","DM","M","36"
"8538","10","16","1983","4","DM","F","36"
"8539","10","16","1983","9","DS","M","134"
"8540","10","16","1983","4","DS","F","91"
"8541","10","16","1983","6","DS","M","142"
"8542","10","16","1983","9","DS","M","129"
"8543","10","16","1983","2","NA","F","175"
"8544","10","16","1983","1","PP","F","12"
"8545","10","16","1983","3","OL","M","33"
"8546","10","16","1983","5","DM","M","44"
"8547","10","16","1983","24","DM","F","39"
"8548","10","16","1983","11","DM","F","31"
"8549","10","16","1983","1","DS","M","151"
"8550","10","16","1983","9","DO","M","50"
"8551","10","16","1983","5","DS","M","122"
"8552","10","16","1983","24","DM","F","44"
"8553","10","16","1983","12","DM","F","37"
"8554","10","16","1983","24","NA","F","161"
"8555","10","16","1983","11","DM","F","33"
"8556","11","12","1983","22","DM","M","40"
"8557","11","12","1983","21","OT","M","25"
"8558","11","12","1983","13","OT","F","27"
"8559","11","12","1983","19","PF","M","6"
"8560","11","12","1983","20","DS","F","123"
"8561","11","12","1983","13","NA","F","169"
"8562","11","12","1983","13","DS","M","118"
"8563","11","12","1983","12","DM","F","38"
"8564","11","12","1983","24","NA","F","195"
"8565","11","12","1983","17","DM","F","37"
"8566","11","12","1983","18","OT","F","28"
"8567","11","12","1983","12","DS","M","132"
"8568","11","12","1983","13","DS","F","126"
"8569","11","12","1983","22","DM","F","38"
"8570","11","12","1983","13","OT","M","24"
"8571","11","12","1983","14","DS","M","105"
"8572","11","12","1983","18","DM","F","33"
"8573","11","12","1983","13","DM","F","37"
"8574","11","12","1983","21","RM","F","9"
"8575","11","12","1983","24","OT","F","23"
"8576","11","12","1983","24","PM","F","23"
"8577","11","12","1983","12","DO","F","47"
"8578","11","12","1983","13","OL","M","37"
"8579","11","12","1983","24","DO","F","42"
"8580","11","12","1983","21","OT","F","23"
"8581","11","12","1983","23","RM","M","9"
"8582","11","12","1983","20","DO","M","49"
"8583","11","12","1983","14","OT","M","28"
"8584","11","12","1983","22","DS","F","103"
"8585","11","12","1983","16","PM","M","21"
"8586","11","12","1983","21","RM","M","8"
"8587","11","12","1983","18","DO","M","42"
"8588","11","12","1983","12","DO","M","50"
"8589","11","12","1983","20","DM","F","42"
"8590","11","12","1983","13","OL","F","31"
"8591","11","12","1983","18","DS","F","116"
"8592","11","12","1983","12","DO","F","47"
"8593","11","12","1983","24","RM","M","10"
"8594","11","12","1983","22","DM","F","36"
"8595","11","12","1983","17","DM","M","38"
"8596","11","12","1983","21","OT","F","29"
"8597","11","12","1983","14","DM","M","40"
"8598","11","12","1983","18","DM","M","40"
"8599","11","12","1983","12","DO","M","48"
"8600","11","12","1983","22","DS","M","129"
"8601","11","12","1983","17","DM","F","34"
"8602","11","12","1983","12","OL","M","33"
"8603","11","12","1983","12","DO","M","46"
"8604","11","12","1983","24","DM","F","38"
"8605","11","12","1983","18","DM","F","37"
"8606","11","12","1983","12","OT","F","28"
"8607","11","12","1983","22","DS","M","128"
"8608","11","12","1983","12","DO","F","38"
"8609","11","12","1983","22","DM","F","38"
"8610","11","12","1983","23","RM","F","11"
"8611","11","12","1983","12","DM","F","37"
"8612","11","12","1983","22","PF","M","6"
"8613","11","12","1983","14","DO","F","44"
"8614","11","12","1983","17","DS","M","123"
"8615","11","12","1983","12","DM","M","43"
"8616","11","12","1983","22","OT","F","24"
"8617","11","12","1983","12","DM","F","31"
"8618","11","12","1983","22","DM","M","43"
"8619","11","12","1983","12","DM","M","39"
"8620","11","12","1983","13","DM","F","42"
"8621","11","12","1983","24","NA","M","199"
"8622","11","12","1983","12","DS","F","123"
"8623","11","12","1983","12","DS","M","125"
"8624","11","12","1983","24","NA","F","178"
"8625","11","12","1983","21","PF","F","6"
"8626","11","12","1983","20","DS",,"152"
"8627","11","13","1983","2","DS","F","132"
"8628","11","13","1983","3","RM","M","9"
"8629","11","13","1983","5","DM","M","52"
"8630","11","13","1983","6","DS","M","138"
"8631","11","13","1983","2","DM","M","37"
"8632","11","13","1983","11","DS","F","98"
"8633","11","13","1983","15","OT","F","23"
"8634","11","13","1983","1","DO","F","37"
"8635","11","13","1983","4","DM","M","37"
"8636","11","13","1983","1","NA","M","218"
"8637","11","13","1983","5","OL","M","39"
"8638","11","13","1983","11","DS","F","100"
"8639","11","13","1983","11","DM","M","38"
"8640","11","13","1983","1","DM","M","39"
"8641","11","13","1983","15","AH",,
"8642","11","13","1983","8","DS","F","121"
"8643","11","13","1983","7","PM","M","21"
"8644","11","13","1983","7","PM","M","21"
"8645","11","13","1983","3","PP","F","13"
"8646","11","13","1983","9","DO","M","49"
"8647","11","13","1983","9","DS","F","115"
"8648","11","13","1983","7","PM","F","17"
"8649","11","13","1983","1","DO","F","46"
"8650","11","13","1983","2","OT","M","24"
"8651","11","13","1983","6","DM","F","33"
"8652","11","13","1983","11","NA","M","171"
"8653","11","13","1983","1","DM","F","34"
"8654","11","13","1983","2","DS","M","124"
"8655","11","13","1983","5","OL","F","36"
"8656","11","13","1983","2","DM","F","37"
"8657","11","13","1983","2","NA","F","158"
"8658","11","13","1983","5","DM","M","42"
"8659","11","13","1983","4","DS","M","126"
"8660","11","13","1983","9","DM","F","37"
"8661","11","13","1983","5","DM","F","34"
"8662","11","13","1983","8","DO","M","47"
"8663","11","13","1983","11","DS","F","120"
"8664","11","13","1983","3","RM","M","7"
"8665","11","13","1983","7","RM","M","9"
"8666","11","13","1983","1","DM","F","38"
"8667","11","13","1983","1","DM","F","33"
"8668","11","13","1983","15","NA","F","148"
"8669","11","13","1983","5","DM","M","37"
"8670","11","13","1983","2","OT","F","25"
"8671","11","13","1983","9","DM","F","34"
"8672","11","13","1983","1","DM","M","36"
"8673","11","13","1983","3","DM","F",
"8674","11","13","1983","9","DS","M","115"
"8675","11","13","1983","2","NA","F","164"
"8676","11","13","1983","9","DO","M","36"
"8677","11","13","1983","3","PM","M","21"
"8678","11","13","1983","5","DM","M","43"
"8679","11","13","1983","1","OL","F","31"
"8680","11","13","1983","11","DM","F","30"
"8681","11","13","1983","4","DS","F","117"
"8682","11","13","1983","11","DS","M","129"
"8683","11","13","1983","8","DO","M","48"
"8684","11","13","1983","11","DM","F","30"
"8685","11","13","1983","4","DM","F","37"
"8686","11","13","1983","5","OT","F","29"
"8687","11","13","1983","9","DS","M","130"
"8688","11","13","1983","10",,,
"8689","12","8","1983","19","PM","M","22"
"8690","12","8","1983","12","DS","F","127"
"8691","12","8","1983","20","PC",,
"8692","12","8","1983","24","DO","M","51"
"8693","12","8","1983","16","RM","F","8"
"8694","12","8","1983","24","PE","M","17"
"8695","12","8","1983","12","OT","F","23"
"8696","12","8","1983","22","DM","F","37"
"8697","12","8","1983","20","AB",,
"8698","12","8","1983","24","PE","F","17"
"8699","12","8","1983","12","NA","F","170"
"8700","12","8","1983","14","OL","M","46"
"8701","12","8","1983","24","DO","F","39"
"8702","12","8","1983","18","OL","M","34"
"8703","12","8","1983","12","OL","F","34"
"8704","12","8","1983","20","DS","F","119"
"8705","12","8","1983","12","RM","F","7"
"8706","12","8","1983","14","DM","M","44"
"8707","12","8","1983","22","DS","M","130"
"8708","12","8","1983","13","DM","F","37"
"8709","12","8","1983","18","DM","F","33"
"8710","12","8","1983","12","OT","M","24"
"8711","12","8","1983","14","OL","F","32"
"8712","12","8","1983","21","RM","M","7"
"8713","12","8","1983","17","DM","F","37"
"8714","12","8","1983","12","DO","M","47"
"8715","12","8","1983","14","OT","M","28"
"8716","12","8","1983","22","DM","F","38"
"8717","12","8","1983","14","DS","M","124"
"8718","12","8","1983","22","DM","M","38"
"8719","12","8","1983","18","DO","M","53"
"8720","12","8","1983","19","PM","F","15"
"8721","12","8","1983","12","DM","F","36"
"8722","12","8","1983","22","DS","F","108"
"8723","12","8","1983","18","DS","F","121"
"8724","12","8","1983","18","DM","F","32"
"8725","12","8","1983","18","DM","M","38"
"8726","12","8","1983","17","DS","M","130"
"8727","12","8","1983","20","DM","F","44"
"8728","12","8","1983","18","DM","F","36"
"8729","12","8","1983","12","DO","M","48"
"8730","12","8","1983","13","DS","F","129"
"8731","12","8","1983","24","DM","F","34"
"8732","12","8","1983","17","NA","F","176"
"8733","12","8","1983","18","OT","M","25"
"8734","12","8","1983","21","PF","F","7"
"8735","12","8","1983","18","DM","M","45"
"8736","12","8","1983","19","RM","M","4"
"8737","12","8","1983","12","DM","F","38"
"8738","12","8","1983","23","RM","M","9"
"8739","12","8","1983","21","NA","F","144"
"8740","12","8","1983","22","DM","M","36"
"8741","12","8","1983","16","RM","M","11"
"8742","12","8","1983","20","NA","F","172"
"8743","12","8","1983","24","DM","F","40"
"8744","12","8","1983","12","DS","M","133"
"8745","12","8","1983","13","DM","F","45"
"8746","12","8","1983","16","PM","M","22"
"8747","12","8","1983","20","DS","M","145"
"8748","12","8","1983","14","DO","F","48"
"8749","12","9","1983","4","DM","F","34"
"8750","12","9","1983","3","AB",,
"8751","12","9","1983","11","DS","M","129"
"8752","12","9","1983","11","DS","F","96"
"8753","12","9","1983","4","DM","M","37"
"8754","12","9","1983","1","OL","M","36"
"8755","12","9","1983","2","NA","F","150"
"8756","12","9","1983","9","OT","M","20"
"8757","12","9","1983","1","DM","M","40"
"8758","12","9","1983","9","DS","F","110"
"8759","12","9","1983","8","DS","F","114"
"8760","12","9","1983","1","DO","F","39"
"8761","12","9","1983","11","DS","F","94"
"8762","12","9","1983","5","DS","M","121"
"8763","12","9","1983","11","DM","M","41"
"8764","12","9","1983","1","OL","F","30"
"8765","12","9","1983","4","DM","F","37"
"8766","12","9","1983","1","DO","F","47"
"8767","12","9","1983","1","DO","F","49"
"8768","12","9","1983","11","NA","M","162"
"8769","12","9","1983","4","DS","M","123"
"8770","12","9","1983","6","DM","M","37"
"8771","12","9","1983","9","DO","M","53"
"8772","12","9","1983","6","DM","F","46"
"8773","12","9","1983","1","DM","F","33"
"8774","12","9","1983","9","DM","F","36"
"8775","12","9","1983","11","OT","F","24"
"8776","12","9","1983","8","DO","M","50"
"8777","12","9","1983","6","DM","F","40"
"8778","12","9","1983","15","NA","F","148"
"8779","12","9","1983","5","OL","M","34"
"8780","12","9","1983","3","PC",,
"8781","12","9","1983","7","PM","M","22"
"8782","12","9","1983","6","DM","F","33"
"8783","12","9","1983","6","NA","F","178"
"8784","12","9","1983","5","DM","F","34"
"8785","12","9","1983","11","OT","M","22"
"8786","12","9","1983","1","DM","M","40"
"8787","12","9","1983","1","DS","F","101"
"8788","12","9","1983","10","RM","M","10"
"8789","12","9","1983","11","DS","F","119"
"8790","12","9","1983","9","OT","F","27"
"8791","12","9","1983","11","DM","F","31"
"8792","12","9","1983","9","DS","M","115"
"8793","12","9","1983","9","DS","M","132"
"8794","12","9","1983","11","DO","M","43"
"8795","12","9","1983","4","DS","F","112"
"8796","12","9","1983","6","PE","F","21"
"8797","12","9","1983","9","DM","F","37"
"8798","12","9","1983","4","DM","F","37"
"8799","12","9","1983","6","DS","M","135"
"8800","12","9","1983","2","DM","F","37"
"8801","12","9","1983","9","DO","M","43"
"8802","12","9","1983","8","DM","M","36"
"8803","12","9","1983","3","RM","F","11"
"8804","12","9","1983","5","DM","M","45"
"8805","12","9","1983","6","OT","F","28"
"8806","12","9","1983","5","DM","M","45"
"8807","12","9","1983","1","DM","M","39"
"8808","12","9","1983","11","DM","F","32"
"8809","2","4","1984","16","RM","F","7"
"8810","2","4","1984","12","DS","F","122"
"8811","2","4","1984","22","OT","M","25"
"8812","2","4","1984","24","DO","F","44"
"8813","2","4","1984","16","RM","M","7"
"8814","2","4","1984","12","DM","F","37"
"8815","2","4","1984","22","DM","F","36"
"8816","2","4","1984","14","SS",,
"8817","2","4","1984","17","DM","F","38"
"8818","2","4","1984","13","DM","F","37"
"8819","2","4","1984","12","RM","M","10"
"8820","2","4","1984","23","RM","F","8"
"8821","2","4","1984","19","RM","F","7"
"8822","2","4","1984","12","OT","F","21"
"8823","2","4","1984","14","DM","M","46"
"8824","2","4","1984","12","OT","M","20"
"8825","2","4","1984","20","DM","F","41"
"8826","2","4","1984","14","DM","F","42"
"8827","2","4","1984","18","DS","F","113"
"8828","2","4","1984","21","PM","F","27"
"8829","2","4","1984","19","RM","M","9"
"8830","2","4","1984","22","DS","F","107"
"8831","2","4","1984","14","OL","F","28"
"8832","2","4","1984","18","DM","F","41"
"8833","2","4","1984","20","DS","F","116"
"8834","2","4","1984","13","DS","M","144"
"8835","2","4","1984","18","DM","M","42"
"8836","2","4","1984","22","DS","M","124"
"8837","2","4","1984","13","DS","M","141"
"8838","2","4","1984","24","DM","F","37"
"8839","2","4","1984","18","DM","F","39"
"8840","2","4","1984","20","DS","M","140"
"8841","2","4","1984","12","DM","F","37"
"8842","2","4","1984","20","DS","F","119"
"8843","2","4","1984","21","RM","M","10"
"8844","2","4","1984","12","DO","M","49"
"8845","2","4","1984","17","RM",,
"8846","2","4","1984","16","RM","M","10"
"8847","2","4","1984","14","DM","F","40"
"8848","2","4","1984","17","RM","F","7"
"8849","2","4","1984","23","RM","M","8"
"8850","2","4","1984","14","DO","F","48"
"8851","2","4","1984","22","DM","M","49"
"8852","2","4","1984","12","DS","M","132"
"8853","2","5","1984","3","RM","M","10"
"8854","2","5","1984","6","DM","M","40"
"8855","2","5","1984","9","DO","F","49"
"8856","2","5","1984","1","DM","M","43"
"8857","2","5","1984","3","NA","F","164"
"8858","2","5","1984","5","DM","M","53"
"8859","2","5","1984","11","DS","M","122"
"8860","2","5","1984","1","OL","F","30"
"8861","2","5","1984","4","DM","F","34"
"8862","2","5","1984","5","DS","M","124"
"8863","2","5","1984","15","RM","F","7"
"8864","2","5","1984","7","RM","M","8"
"8865","2","5","1984","1","OL","M","33"
"8866","2","5","1984","4","DM","M","45"
"8867","2","5","1984","8","DS","F","116"
"8868","2","5","1984","4","DM","M","43"
"8869","2","5","1984","15","NA","M","259"
"8870","2","5","1984","3","NA","M","241"
"8871","2","5","1984","6","DM","M","48"
"8872","2","5","1984","1","DO","F","40"
"8873","2","5","1984","6","DM","F","46"
"8874","2","5","1984","11","DS","F","96"
"8875","2","5","1984","9","DO","M","53"
"8876","2","5","1984","3","RM","F","8"
"8877","2","5","1984","6","DM","F","40"
"8878","2","5","1984","9","OL","M","34"
"8879","2","5","1984","3","RM","M","7"
"8880","2","5","1984","11","DM","M","41"
"8881","2","5","1984","9","DM","F","39"
"8882","2","5","1984","8","AB",,
"8883","2","5","1984","2","DS","F","120"
"8884","2","5","1984","6","DM","F","33"
"8885","2","5","1984","11","DO","M","46"
"8886","2","5","1984","9","DM","F","37"
"8887","2","5","1984","2","DO","F","46"
"8888","2","5","1984","9","DO","M","44"
"8889","2","5","1984","5","DM","F","41"
"8890","2","5","1984","11","DM","F","33"
"8891","2","5","1984","5","DM","M","47"
"8892","2","5","1984","8","DO","M","51"
"8893","2","5","1984","6","DM","F","45"
"8894","2","5","1984","3","DM","F","37"
"8895","2","5","1984","1","DS","F","100"
"8896","2","5","1984","4","DM","F","38"
"8897","2","5","1984","6","DO","M","52"
"8898","2","5","1984","10","RM","F","8"
"8899","2","5","1984","5","DM","F","36"
"8900","2","5","1984","6","DS","M","135"
"8901","2","5","1984","11","OL","M","32"
"8902","2","5","1984","8","DM","M","38"
"8903","2","5","1984","2","DM","F","36"
"8904","2","5","1984","6","OL","F","33"
"8905","2","5","1984","1","DM","M","37"
"8906","2","5","1984","4","DS","F","122"
"8907","2","5","1984","11","DM","F","33"
"8908","2","5","1984","9","DM","F","37"
"8909","2","5","1984","7","PM",,
"8910","3","12","1984","14","OL","M","43"
"8911","3","12","1984","20","DS","F","118"
"8912","3","12","1984","22","DM","F","38"
"8913","3","12","1984","12","RM","M","11"
"8914","3","12","1984","24","PM","M","19"
"8915","3","12","1984","22","OT","F","23"
"8916","3","12","1984","22","DM","F","44"
"8917","3","12","1984","18","DM","F","40"
"8918","3","12","1984","12","SA",,
"8919","3","12","1984","12","DM","F","40"
"8920","3","12","1984","14","DO","M","54"
"8921","3","12","1984","12","DS","F","136"
"8922","3","12","1984","24","RM","F","11"
"8923","3","12","1984","22","DS","F","122"
"8924","3","12","1984","14","DM","M","52"
"8925","3","12","1984","21","RM","M","12"
"8926","3","12","1984","22","DS","M","133"
"8927","3","12","1984","14","DM","F","46"
"8928","3","12","1984","14","DM","M","47"
"8929","3","12","1984","18","DS","M","131"
"8930","3","12","1984","14","DO","F","51"
"8931","3","12","1984","18","DS","F","128"
"8932","3","12","1984","14","DO","M","54"
"8933","3","12","1984","17","DS","M","126"
"8934","3","12","1984","19","PM","F","24"
"8935","3","12","1984","18","DM","F","41"
"8936","3","12","1984","17","DM","F","41"
"8937","3","12","1984","12","DM","M","44"
"8938","3","12","1984","18","DM","M","44"
"8939","3","12","1984","24","DM","F","47"
"8940","3","12","1984","12","DO","M","48"
"8941","3","12","1984","18","DM","F","36"
"8942","3","12","1984","12","DS","M","141"
"8943","3","12","1984","22","DM","M","51"
"8944","3","12","1984","13","DS","M","138"
"8945","3","12","1984","20","DM","M","39"
