record_id,date (mm/dd/yyyy),plot_id,species_id,sex,hindfoot_length,weight
20803,4/23/1993,23,,,NA,9999
20804,4/23/1993,22,DS,F,51,112
20805,4/23/1993,22,DS,M,47,84
20806,4/24/1993,3,NL,F,30,90
20807,4/24/1993,13,NL,M,32,106
20808,4/24/1993,3,NL,F,31,83
20809,4/24/1993,11,PP,M,22,23
20810,4/24/1993,3,RM,F,17,15
20811,4/24/1993,9,OL,F,19,28
20812,4/24/1993,11,PP,F,22,16
20813,4/24/1993,6,DO,F,37,64
20814,4/24/1993,4,DM,M,37,50
20815,4/24/1993,4,PP,F,22,16
20816,4/24/1993,14,DM,F,34,33
20817,4/24/1993,3,SO,F,35,48
20818,4/24/1993,13,PP,M,22,20
20819,4/24/1993,3,PP,F,25,18
20820,4/24/1993,4,DM,F,32,46
20821,4/24/1993,14,DM,F,37,58
20822,4/24/1993,11,DM,F,37,54
20823,4/24/1993,14,DM,F,35,9999
20824,4/24/1993,11,PP,M,22,20
20825,4/24/1993,11,RM,M,17,11
20826,4/24/1993,8,DM,F,38,51
20827,4/24/1993,14,DM,M,38,36
20828,4/24/1993,9,DM,M,37,49
20829,4/24/1993,16,RM,F,18,12
20830,4/24/1993,9,DM,M,37,35
20831,4/24/1993,11,DM,M,37,52
20832,4/24/1993,13,OL,M,20,37
20833,4/24/1993,9,DM,F,37,47
20834,4/24/1993,8,DM,M,35,39
20835,4/24/1993,5,,,NA,9999
20836,4/24/1993,10,,,NA,9999
20837,4/24/1993,15,,,NA,9999
20838,5/22/1993,20,PP,M,21,20
20839,5/22/1993,12,OT,M,20,21
20840,5/22/1993,1,DO,M,37,50
20841,5/22/1993,12,PP,,NA,9999
20842,5/22/1993,17,DM,M,36,52
20843,5/22/1993,12,OL,F,19,24
20844,5/22/1993,22,DS,F,47,66
20845,5/22/1993,12,OT,F,17,17
20846,5/22/1993,17,PP,F,21,21
20847,5/22/1993,22,DS,F,49,112
20848,5/22/1993,1,DO,F,35,9999
20849,5/22/1993,12,DM,M,35,27
20850,5/22/1993,18,PP,M,22,9999
20851,5/22/1993,22,DS,M,47,70
20852,5/22/1993,21,PF,F,16,9
20853,5/22/1993,7,PP,F,22,26
20854,5/22/1993,17,DM,M,36,53
20855,5/22/1993,17,PF,M,16,7
20856,5/22/1993,2,DM,F,36,55
20857,5/22/1993,12,DM,F,35,47
20858,5/22/1993,17,PE,M,NA,23
20859,5/22/1993,20,PP,F,22,21
20860,5/22/1993,24,,,NA,9999
20861,5/22/1993,23,,,NA,9999
20862,5/22/1993,19,PP,M,24,19
20863,5/23/1993,11,DO,F,37,43
20864,5/23/1993,9,DM,M,36,47
20865,5/23/1993,3,NL,M,30,62
20866,5/23/1993,11,OT,F,21,27
20867,5/23/1993,3,PP,M,26,22
20868,5/23/1993,13,OL,F,21,38
20869,5/23/1993,3,SO,M,26,76
20870,5/23/1993,8,DO,F,37,49
20871,5/23/1993,14,DM,M,36,44
20872,5/23/1993,13,OL,M,20,31
20873,5/23/1993,11,DM,F,37,47
20874,5/23/1993,9,DM,F,37,45
20875,5/23/1993,8,DO,M,37,34
20876,5/23/1993,15,AH,,NA,9999
20877,5/23/1993,16,PP,M,23,19
20878,5/23/1993,5,OT,M,18,27
20879,5/23/1993,4,DM,F,35,41
20880,5/23/1993,14,DM,M,35,22
20881,5/23/1993,9,DM,M,36,29
20882,5/23/1993,15,RM,F,17,9
20883,5/23/1993,6,RM,M,16,12
20884,5/23/1993,8,DM,M,36,26
20885,5/23/1993,14,DM,M,36,44
20886,5/23/1993,14,DM,F,35,48
20887,5/23/1993,14,AH,,NA,9999
20888,5/23/1993,8,DM,F,37,59
20889,5/23/1993,6,PP,M,22,9999
20890,5/23/1993,4,DM,M,37,47
20891,5/23/1993,6,PP,,NA,9999
20892,5/23/1993,14,DM,M,35,22
20893,5/23/1993,10,,,NA,9999
20894,6/18/1993,19,PE,F,20,11
20895,6/18/1993,18,PP,,NA,9999
20896,6/18/1993,1,DM,M,36,47
20897,6/18/1993,21,PF,M,14,7
20898,6/18/1993,12,PP,M,23,9999
20899,6/18/1993,24,PE,F,20,21
20900,6/18/1993,18,PP,F,NA,9999
20901,6/18/1993,17,DM,M,37,51
20902,6/18/1993,18,SF,M,22,24
20903,6/18/1993,17,AH,,NA,9999
20904,6/18/1993,24,RM,M,17,11
20905,6/18/1993,7,PP,M,22,18
20906,6/18/1993,24,PE,M,20,22
20907,6/18/1993,18,OT,F,21,26
20908,6/18/1993,24,PE,F,19,21
20909,6/18/1993,2,DO,F,36,9999
20910,6/18/1993,20,PF,F,15,5
20911,6/18/1993,12,DM,F,37,49
20912,6/18/1993,1,DO,M,35,50
20913,6/18/1993,18,PP,F,23,24
20914,6/18/1993,12,DM,M,37,33
20915,6/18/1993,22,DM,F,32,16
20916,6/18/1993,17,PP,F,19,15
20917,6/18/1993,21,PP,M,21,21
20918,6/18/1993,22,DS,M,49,81
20919,6/18/1993,18,RM,F,17,8
20920,6/18/1993,22,DS,F,51,110
20921,6/18/1993,7,PP,F,20,12
20922,6/18/1993,19,PP,F,21,19
20923,6/18/1993,7,PP,F,22,19
20924,6/18/1993,18,PP,M,22,13
20925,6/18/1993,22,DS,F,50,78
20926,6/18/1993,18,PP,F,22,12
20927,6/18/1993,17,DM,M,37,51
20928,6/18/1993,18,PP,F,22,13
20929,6/18/1993,21,PP,F,21,20
20930,6/18/1993,23,,,NA,9999
20931,6/19/1993,3,PP,F,22,22
20932,6/19/1993,9,DM,M,36,44
20933,6/19/1993,8,DO,M,35,38
20934,6/19/1993,6,PP,M,20,10
20935,6/19/1993,9,DM,F,34,21
20936,6/19/1993,3,PP,F,21,11
20937,6/19/1993,15,RM,M,17,9
20938,6/19/1993,5,RM,M,17,11
20939,6/19/1993,14,AH,,NA,9999
20940,6/19/1993,3,NL,M,30,41
20941,6/19/1993,11,DM,F,37,45
20942,6/19/1993,14,PP,M,21,15
20943,6/19/1993,3,PP,M,21,18
20944,6/19/1993,4,DM,M,38,50
20945,6/19/1993,14,AH,,NA,9999
20946,6/19/1993,4,PP,F,22,19
20947,6/19/1993,4,DM,F,36,52
20948,6/19/1993,9,DM,M,37,34
20949,6/19/1993,8,DM,M,36,33
20950,6/19/1993,14,DM,M,34,30
20951,6/19/1993,8,DM,F,37,50
20952,6/19/1993,13,OL,M,20,35
20953,6/19/1993,14,DM,M,35,48
20954,6/19/1993,11,DM,M,36,29
20955,6/19/1993,4,DM,F,35,25
20956,6/19/1993,3,PP,F,20,10
20957,6/19/1993,6,PP,F,21,21
20958,6/19/1993,9,OL,F,19,25
20959,6/19/1993,8,OL,F,20,29
20960,6/19/1993,6,SO,M,26,35
20961,6/19/1993,15,PP,F,NA,9999
20962,6/19/1993,11,DM,M,38,51
20963,6/19/1993,13,PP,F,NA,9999
20964,6/19/1993,10,,,NA,9999
20965,6/19/1993,16,,,NA,9999
20966,7/14/1993,21,PF,F,17,8
20967,7/14/1993,23,RM,M,16,10
20968,7/14/1993,17,PF,F,17,9
20969,7/14/1993,21,RM,M,17,10
20970,7/14/1993,2,DO,F,37,48
20971,7/14/1993,19,PF,M,15,7
20972,7/14/1993,17,DM,M,36,46
20973,7/14/1993,12,OL,F,21,26
20974,7/14/1993,18,PP,F,21,20
20975,7/14/1993,18,PP,F,21,25
20976,7/14/1993,21,PP,F,23,19
20977,7/14/1993,19,PP,F,21,21
20978,7/14/1993,21,PP,M,20,19
20979,7/14/1993,20,PF,F,16,9
20980,7/14/1993,12,PP,M,22,19
20981,7/14/1993,22,DS,F,41,114
20982,7/14/1993,17,PF,M,16,9
20983,7/14/1993,18,PP,F,22,15
20984,7/14/1993,12,DM,M,35,38
20985,7/14/1993,17,DM,M,37,47
20986,7/14/1993,7,PP,F,22,19
20987,7/14/1993,12,DM,M,35,26
20988,7/14/1993,19,PP,M,21,19
20989,7/14/1993,7,PP,F,21,15
20990,7/14/1993,17,RM,M,16,9
20991,7/14/1993,18,SF,M,25,47
20992,7/14/1993,2,NL,M,32,78
20993,7/14/1993,21,PF,M,16,6
20994,7/14/1993,7,AH,,NA,9999
20995,7/14/1993,12,DM,M,36,26
20996,7/14/1993,24,PE,F,20,25
20997,7/14/1993,19,PP,F,21,12
20998,7/14/1993,17,DM,M,34,55
20999,7/14/1993,24,NL,F,32,126
21000,7/14/1993,7,RM,M,16,7
21001,7/14/1993,23,RM,F,17,12
21002,7/14/1993,1,,,NA,9999
21003,7/15/1993,9,DM,M,36,47
21004,7/15/1993,3,PP,F,21,18
21005,7/15/1993,11,DM,F,37,60
21006,7/15/1993,3,SO,F,15,49
21007,7/15/1993,6,PP,M,21,17
21008,7/15/1993,14,AH,,NA,9999
21009,7/15/1993,9,DM,F,34,19
21010,7/15/1993,13,OL,M,19,37
21011,7/15/1993,14,DM,M,37,38
21012,7/15/1993,5,RM,F,17,12
21013,7/15/1993,4,DM,M,37,51
21014,7/15/1993,14,PF,F,17,10
21015,7/15/1993,14,PP,M,22,20
21016,7/15/1993,9,DM,F,36,41
21017,7/15/1993,15,PF,F,15,8
21018,7/15/1993,8,DM,M,36,39
21019,7/15/1993,8,DM,M,36,46
21020,7/15/1993,11,DM,M,37,35
21021,7/15/1993,14,DM,F,34,45
21022,7/15/1993,13,PP,F,22,17
21023,7/15/1993,9,OL,F,21,25
21024,7/15/1993,6,PP,F,21,19
21025,7/15/1993,14,DM,M,35,49
21026,7/15/1993,9,DM,M,37,32
21027,7/15/1993,8,DM,M,37,41
21028,7/15/1993,13,OL,F,21,33
21029,7/15/1993,10,,,NA,9999
21030,7/15/1993,16,,,NA,9999
21031,8/19/1993,2,PF,,NA,9999
21032,8/19/1993,19,OT,M,20,14
21033,8/19/1993,24,PE,F,21,17
21034,8/19/1993,7,RM,M,17,10
21035,8/19/1993,12,DX,,NA,9999
21036,8/19/1993,21,PF,F,7,6
21037,8/19/1993,1,DM,F,34,36
21038,8/19/1993,19,PP,F,21,18
21039,8/19/1993,18,PP,F,21,18
21040,8/19/1993,17,DM,M,36,55
21041,8/19/1993,17,DM,M,37,48
21042,8/19/1993,18,RM,M,17,11
21043,8/19/1993,24,RM,F,17,12
21044,8/19/1993,21,RM,M,17,11
21045,8/19/1993,24,RM,F,14,13
21046,8/19/1993,1,NL,M,32,145
21047,8/19/1993,12,DM,M,36,41
21048,8/19/1993,17,DM,M,35,47
21049,8/19/1993,24,RM,M,17,12
21050,8/19/1993,18,PF,M,15,8
21051,8/19/1993,19,PP,,NA,9999
21052,8/19/1993,17,PF,F,NA,7
21053,8/19/1993,2,SO,M,28,9999
21054,8/19/1993,19,PF,M,21,8
21055,8/19/1993,12,OT,M,20,11
21056,8/19/1993,19,OL,F,20,27
21057,8/19/1993,17,PF,M,21,8
21058,8/19/1993,20,,,NA,9999
21059,8/19/1993,22,,,NA,9999
21060,8/19/1993,23,,,NA,9999
21061,8/20/1993,9,DM,F,37,41
21062,8/20/1993,14,PF,M,17,9999
21063,8/20/1993,13,PP,F,20,17
21064,8/20/1993,15,PF,M,15,8
21065,8/20/1993,3,PP,F,23,21
21066,8/20/1993,4,DM,M,39,51
21067,8/20/1993,8,DO,M,37,45
21068,8/20/1993,13,PP,F,21,20
21069,8/20/1993,6,PP,M,22,11
21070,8/20/1993,14,DM,M,37,45
21071,8/20/1993,14,PP,M,23,18
21072,8/20/1993,9,DM,F,36,29
21073,8/20/1993,4,PP,F,21,18
21074,8/20/1993,9,OT,M,21,24
21075,8/20/1993,3,RM,F,17,10
21076,8/20/1993,4,DM,M,37,31
21077,8/20/1993,11,DM,M,36,25
21078,8/20/1993,8,DM,F,47,44
21079,8/20/1993,9,DM,M,37,40
21080,8/20/1993,9,DM,M,36,46
21081,8/20/1993,11,DM,F,37,46
21082,8/20/1993,8,DM,F,36,43
21083,8/20/1993,16,PP,M,23,19
21084,8/20/1993,4,DM,F,35,42
21085,8/20/1993,14,DM,M,36,41
21086,8/20/1993,15,PP,F,22,19
21087,8/20/1993,14,DM,F,34,48
21088,8/20/1993,8,DM,M,38,44
21089,8/20/1993,11,DM,M,38,39
21090,8/20/1993,13,OL,M,21,34
21091,8/20/1993,5,,,NA,9999
21092,8/20/1993,10,,,NA,9999
21093,9/16/1993,21,RM,M,17,10
21094,9/16/1993,17,PF,M,16,8
21095,9/16/1993,1,DM,M,33,35
21096,9/16/1993,19,PF,F,NA,12
21097,9/16/1993,2,DO,F,38,53
21098,9/16/1993,12,DM,F,37,45
21099,9/16/1993,20,PF,M,16,9
21100,9/16/1993,19,PF,M,16,9
21101,9/16/1993,20,PF,F,14,6
21102,9/16/1993,12,OL,M,23,18
21103,9/16/1993,20,AB,,NA,9999
21104,9/16/1993,21,PF,M,17,9
21105,9/16/1993,18,PF,F,15,9
21106,9/16/1993,22,DS,M,50,114
21107,9/16/1993,1,DM,F,37,9999
21108,9/16/1993,19,PP,F,22,15
21109,9/16/1993,7,RM,M,16,10
21110,9/16/1993,17,DM,M,37,56
21111,9/16/1993,17,DM,M,36,51
21112,9/16/1993,20,PF,M,15,6
21113,9/16/1993,2,NL,M,NA,9999
21114,9/16/1993,12,DM,M,35,41
21115,9/16/1993,23,AH,,NA,9999
21116,9/16/1993,21,PF,F,13,6
21117,9/16/1993,18,RM,M,17,11
21118,9/16/1993,17,PF,M,15,7
21119,9/16/1993,20,PF,F,17,10
21120,9/16/1993,2,NL,M,37,138
21121,9/16/1993,24,,,NA,9999
21122,9/17/1993,9,DM,F,38,48
21123,9/17/1993,6,PP,F,22,13
21124,9/17/1993,3,DM,M,37,50
21125,9/17/1993,15,PP,F,14,19
21126,9/17/1993,3,DM,F,38,52
21127,9/17/1993,3,DM,M,38,51
21128,9/17/1993,3,PP,F,17,16
21129,9/17/1993,3,NL,M,35,137
21130,9/17/1993,15,PF,F,15,8
21131,9/17/1993,8,DO,M,38,47
21132,9/17/1993,14,DM,M,37,43
21133,9/17/1993,3,PP,F,NA,9999
21134,9/17/1993,11,DM,M,38,34
21135,9/17/1993,11,DM,F,38,49
21136,9/17/1993,3,RM,F,16,11
21137,9/17/1993,15,RM,M,17,11
21138,9/17/1993,14,DM,M,37,44
21139,9/17/1993,16,PP,M,22,19
21140,9/17/1993,13,CB,,NA,9999
21141,9/17/1993,8,DM,F,37,50
21142,9/17/1993,9,DM,M,37,39
21143,9/17/1993,14,CB,,NA,9999
21144,9/17/1993,3,RM,F,17,10
21145,9/17/1993,13,CB,,NA,9999
21146,9/17/1993,14,DM,M,37,50
21147,9/17/1993,9,DM,M,37,48
21148,9/17/1993,13,OL,M,21,34
21149,9/17/1993,15,SS,,NA,9999
21150,9/17/1993,4,,,NA,9999
21151,9/17/1993,5,,,NA,9999
21152,9/17/1993,10,,,NA,9999
21153,10/15/1993,17,PF,M,16,8
21154,10/15/1993,21,PF,M,17,9
21155,10/15/1993,19,RM,M,17,10
21156,10/15/1993,20,PF,F,17,9
21157,10/15/1993,7,RM,M,16,11
21158,10/15/1993,1,DM,F,35,41
21159,10/15/1993,12,DM,M,37,38
21160,10/15/1993,2,AB,,NA,9999
21161,10/15/1993,2,NL,M,32,148
21162,10/15/1993,12,OL,M,20,19
21163,10/15/1993,7,AH,,NA,9999
21164,10/15/1993,20,OL,M,20,9999
21165,10/15/1993,17,DM,M,NA,9999
21166,10/15/1993,12,DM,F,36,42
21167,10/15/1993,2,DM,M,35,34
21168,10/15/1993,17,DM,M,37,56
21169,10/15/1993,23,RM,F,16,12
21170,10/15/1993,19,PF,M,17,8
21171,10/15/1993,1,DM,M,36,46
21172,10/15/1993,13,OL,M,32,34
21173,10/15/1993,18,PF,F,NA,9
21174,10/15/1993,22,DS,M,50,110
21175,10/15/1993,17,PF,M,17,8
21176,10/15/1993,24,,,NA,9999
21177,10/16/1993,9,DM,F,34,42
21178,10/16/1993,9,OT,F,20,16
21179,10/16/1993,14,DM,M,35,42
21180,10/16/1993,3,NL,M,NA,148
21181,10/16/1993,14,DM,M,37,33
21182,10/16/1993,11,DM,M,38,44
21183,10/16/1993,15,PF,F,15,9
21184,10/16/1993,3,NL,M,32,144
21185,10/16/1993,8,DO,M,36,52
21186,10/16/1993,4,DM,M,37,47
21187,10/16/1993,4,DM,M,36,42
21188,10/16/1993,8,CB,,NA,9999
21189,10/16/1993,5,DM,F,35,33
21190,10/16/1993,9,DM,M,36,45
21191,10/16/1993,11,DM,M,38,42
21192,10/16/1993,9,DM,M,36,38
21193,10/16/1993,15,PP,F,23,18
21194,10/16/1993,14,DM,M,36,43
21195,10/16/1993,4,DM,F,38,37
21196,10/16/1993,11,DM,M,39,52
21197,10/16/1993,6,PP,F,20,9
21198,10/16/1993,8,DM,M,37,45
21199,10/16/1993,9,OL,M,20,20
21200,10/16/1993,8,DM,F,33,21
21201,10/16/1993,3,RM,M,16,11
21202,10/16/1993,6,RM,M,16,10
21203,10/16/1993,11,DM,F,37,46
21204,10/16/1993,8,DM,F,37,46
21205,10/16/1993,3,PP,F,20,12
21206,10/16/1993,10,,,NA,9999
21207,10/16/1993,16,,,NA,9999
21208,11/13/1993,2,OL,M,21,26
21209,11/13/1993,7,CU,,NA,9999
21210,11/13/1993,1,DM,F,NA,40
21211,11/13/1993,19,PF,F,16,8
21212,11/13/1993,18,PF,F,15,11
21213,11/13/1993,24,PE,F,19,18
21214,11/13/1993,1,DM,M,35,38
21215,11/13/1993,2,DM,M,36,39
21216,11/13/1993,17,OT,M,20,24
21217,11/13/1993,18,PF,F,16,9
21218,11/13/1993,1,OT,F,21,20
21219,11/13/1993,24,PE,M,19,10
21220,11/13/1993,12,DM,F,36,35
21221,11/13/1993,12,DM,F,38,42
21222,11/13/1993,17,DM,M,36,48
21223,11/13/1993,2,DM,M,36,49
21224,11/13/1993,19,RM,M,17,13
21225,11/13/1993,19,PF,F,14,9
21226,11/13/1993,2,SO,F,25,70
21227,11/13/1993,12,DM,M,36,42
21228,11/13/1993,1,DM,F,36,43
21229,11/13/1993,24,RM,M,17,12
21230,11/13/1993,19,RM,M,17,10
21231,11/13/1993,7,RM,,17,10
21232,11/13/1993,2,NL,M,35,154
21233,11/13/1993,12,DM,M,39,46
21234,11/13/1993,17,DM,M,36,53
21235,11/13/1993,2,NL,M,34,160
21236,11/13/1993,2,DO,F,36,46
21237,11/13/1993,1,DM,M,38,47
21238,11/13/1993,7,RM,M,17,13
21239,11/13/1993,20,,,NA,9999
21240,11/13/1993,21,,,NA,9999
21241,11/13/1993,23,,,NA,9999
21242,11/13/1993,22,DS,M,NA,111
21243,11/14/1993,11,DM,F,37,44
21244,11/14/1993,5,PF,M,15,7
21245,11/14/1993,5,DM,F,37,40
21246,11/14/1993,10,RM,,NA,9999
21247,11/14/1993,3,NL,M,35,150
21248,11/14/1993,15,PF,F,16,7
21249,11/14/1993,4,DM,M,37,50
21250,11/14/1993,15,RM,M,16,9
21251,11/14/1993,6,DO,M,36,50
21252,11/14/1993,14,DM,M,37,42
21253,11/14/1993,15,CB,,NA,9999
21254,11/14/1993,4,DM,M,35,42
21255,11/14/1993,8,DO,M,36,45
21256,11/14/1993,14,DM,M,37,40
21257,11/14/1993,11,DM,M,38,51
21258,11/14/1993,9,DM,M,37,43
21259,11/14/1993,14,NL,F,34,124
21260,11/14/1993,14,DM,M,38,44
21261,11/14/1993,16,PF,M,14,7
21262,11/14/1993,8,OT,M,20,25
21263,11/14/1993,6,RM,M,17,13
21264,11/14/1993,5,OT,M,20,24
21265,11/14/1993,11,DM,M,37,41
21266,11/14/1993,13,AH,,NA,9999
21267,11/14/1993,4,DM,F,38,34
21268,11/14/1993,8,DM,M,38,44
21269,12/14/1993,2,DM,M,35,48
21270,12/14/1993,22,AB,,NA,9999
21271,12/14/1993,19,PF,F,13,8
21272,12/14/1993,24,RM,M,16,11
21273,12/14/1993,20,AB,,NA,9999
21274,12/14/1993,24,AH,,NA,9999
21275,12/14/1993,2,DM,M,35,36
21276,12/14/1993,17,OL,M,18,20
21277,12/14/1993,22,AB,,NA,9999
21278,12/14/1993,18,OT,M,19,22
21279,12/14/1993,19,PF,F,14,8
21280,12/14/1993,18,RM,F,14,8
21281,12/14/1993,17,DM,M,36,47
21282,12/14/1993,12,DM,M,34,39
21283,12/14/1993,22,DS,M,49,109
21284,12/14/1993,2,DM,M,36,46
21285,12/14/1993,18,RM,M,16,11
21286,12/14/1993,2,NL,M,32,153
21287,12/14/1993,23,AB,,NA,9999
21288,12/14/1993,12,DM,F,36,39
21289,12/14/1993,7,RM,F,16,12
21290,12/14/1993,18,PF,F,14,9
21291,12/14/1993,12,DM,F,37,33
21292,12/14/1993,20,AB,,NA,9999
21293,12/14/1993,23,AB,,NA,9999
21294,12/14/1993,2,DO,F,36,42
21295,12/14/1993,1,,,NA,9999
21296,12/14/1993,21,AH,,NA,9999
21297,12/15/1993,11,DM,F,38,44
21298,12/15/1993,14,DM,M,36,44
21299,12/15/1993,3,NL,M,32,161
21300,12/15/1993,14,DM,M,36,44
21301,12/15/1993,3,RM,F,16,6
21302,12/15/1993,4,DM,F,36,45
21303,12/15/1993,5,DM,F,35,40
21304,12/15/1993,15,PF,F,16,7
21305,12/15/1993,8,DO,F,38,45
21306,12/15/1993,6,PF,M,16,6
21307,12/15/1993,4,DM,M,38,50
21308,12/15/1993,14,DX,,NA,9999
21309,12/15/1993,10,RM,F,15,7
21310,12/15/1993,8,DO,M,38,45
21311,12/15/1993,11,RM,M,17,8
21312,12/15/1993,4,DM,F,34,35
21313,12/15/1993,13,OT,M,20,19
21314,12/15/1993,14,DM,M,35,42
21315,12/15/1993,5,DM,M,35,42
21316,12/15/1993,6,RM,M,17,11
21317,12/15/1993,6,RM,F,17,8
21318,12/15/1993,8,DM,M,37,43
21319,12/15/1993,5,OT,M,21,22
21320,12/15/1993,9,DM,M,36,37
21321,12/15/1993,8,OL,M,21,24
21322,12/15/1993,16,OL,F,19,17
21323,12/15/1993,11,DM,M,37,41
21324,12/15/1993,16,DM,M,34,42
21325,2/1/1994,2,DM,M,37,39
21326,2/1/1994,1,DM,M,35,39
21327,2/1/1994,19,PF,M,16,8
21328,2/1/1994,1,DM,F,36,41
21329,2/1/1994,1,DM,F,36,42
21330,2/1/1994,7,AH,,NA,9999
21331,2/1/1994,1,OT,F,20,20
21332,2/1/1994,1,AB,,NA,9999
21333,2/1/1994,12,DM,M,36,42
21334,2/1/1994,18,RM,F,NA,8
21335,2/1/1994,12,DM,F,37,33
21336,2/1/1994,1,PC,,NA,9999
21337,2/1/1994,12,DM,F,36,42
21338,2/1/1994,1,DM,M,39,47
21339,2/1/1994,23,AH,,NA,9999
21340,2/1/1994,2,OT,M,20,36
21341,2/1/1994,22,,,NA,9999
21342,2/1/1994,24,PU,,NA,9999
21343,2/2/1994,17,DM,M,36,51
21344,2/2/1994,4,DM,M,38,48
21345,2/2/1994,3,NL,M,32,165
21346,2/2/1994,5,DM,F,39,42
21347,2/2/1994,16,RM,F,16,10
21348,2/2/1994,4,DM,F,36,42
21349,2/2/1994,17,DM,M,37,47
21350,2/2/1994,8,DO,M,38,49
21351,2/2/1994,17,DM,M,36,49
21352,2/2/1994,5,DM,M,35,46
21353,2/2/1994,3,SO,F,NA,57
21354,2/2/1994,4,DM,M,36,44
21355,2/2/1994,20,PU,,NA,9999
21356,2/2/1994,8,DM,M,37,47
21357,2/2/1994,5,OT,M,20,22
21358,2/2/1994,20,AB,,NA,9999
21359,2/2/1994,5,OL,M,20,17
21360,2/2/1994,3,SO,F,36,44
21361,2/2/1994,6,,,NA,9999
21362,2/2/1994,21,,,NA,9999
21363,2/2/1994,3,RM,M,17,7
21364,2/3/1994,15,PF,F,16,8
21365,2/3/1994,13,OT,M,20,26
21366,2/3/1994,13,DM,M,35,43
21367,2/3/1994,9,DM,F,38,37
21368,2/3/1994,14,DM,M,38,43
21369,2/3/1994,11,DM,M,38,43
21370,2/3/1994,14,AB,,NA,9999
21371,2/3/1994,14,AH,,NA,9999
21372,2/3/1994,14,DM,M,37,47
21373,2/3/1994,5,OL,M,20,19
21374,2/3/1994,5,OT,F,20,24
21375,2/3/1994,14,DM,M,37,46
21376,2/3/1994,11,DM,F,37,43
21377,2/3/1994,13,OT,F,21,18
21378,2/3/1994,14,DM,M,36,44
21379,2/3/1994,13,OT,M,21,18
21380,2/3/1994,9,DM,M,37,41
21381,2/3/1994,10,,,NA,9999
21382,2/3/1994,16,,,NA,9999
21383,2/20/1994,17,AH,,NA,9999
21384,2/20/1994,17,DM,M,36,43
21385,2/20/1994,2,DM,M,37,40
21386,2/20/1994,17,DM,M,39,42
21387,2/20/1994,17,DM,F,36,47
21388,2/20/1994,17,DM,M,38,49
21389,2/20/1994,12,DM,F,38,33
21390,2/20/1994,18,RM,M,17,9
21391,2/20/1994,12,DM,F,37,40
21392,2/20/1994,22,DM,F,37,38
21393,2/20/1994,17,DM,M,38,52
21394,2/20/1994,17,DM,F,37,43
21395,2/20/1994,19,PF,F,16,8
21396,2/20/1994,12,DM,M,38,42
21397,2/20/1994,19,PF,F,15,8
21398,2/20/1994,7,RM,M,17,8
21399,2/20/1994,17,DM,M,39,44
21400,2/20/1994,2,OT,M,20,27
21401,2/20/1994,1,,,NA,9999
21402,2/20/1994,23,,,NA,9999
21403,2/21/1994,4,DM,F,36,45
21404,2/21/1994,11,DM,F,38,49
21405,2/21/1994,24,RM,M,14,11
21406,2/21/1994,3,NL,M,35,171
21407,2/21/1994,20,PF,M,17,9
21408,2/21/1994,3,NL,M,35,170
21409,2/21/1994,4,DM,M,38,50
21410,2/21/1994,11,RM,F,18,10
21411,2/21/1994,16,DM,M,37,49
21412,2/21/1994,4,DM,M,34,37
21413,2/21/1994,21,PF,F,18,8
21414,2/21/1994,4,DM,F,37,39
21415,2/21/1994,4,DM,M,35,50
21416,2/21/1994,3,OT,M,20,27
21417,2/21/1994,10,,,NA,9999
21418,2/22/1994,5,DM,M,36,46
21419,2/22/1994,14,DM,M,39,41
21420,2/22/1994,9,DX,,NA,9999
21421,2/22/1994,5,DM,M,35,46
21422,2/22/1994,15,PF,F,15,8
21423,2/22/1994,9,DM,M,37,42
21424,2/22/1994,14,DM,M,37,44
21425,2/22/1994,5,DM,F,37,42
21426,2/22/1994,14,DM,M,39,43
21427,2/22/1994,13,AH,,NA,9999
21428,2/22/1994,14,DM,M,36,44
21429,2/22/1994,13,OT,M,21,21
21430,2/22/1994,6,RM,F,18,9
21431,2/22/1994,8,DM,M,39,50
21432,2/22/1994,13,DM,M,37,43
21433,3/11/1994,12,DM,F,36,41
21434,3/11/1994,7,AB,,NA,9999
21435,3/11/1994,2,DM,M,36,40
21436,3/11/1994,23,RM,F,16,12
21437,3/11/1994,17,DM,F,35,45
21438,3/11/1994,23,RM,M,18,10
21439,3/11/1994,17,DM,M,37,52
21440,3/11/1994,22,DS,M,47,115
21441,3/11/1994,12,DM,M,37,41
21442,3/11/1994,2,DM,M,34,45
21443,3/11/1994,17,DM,M,37,57
21444,3/11/1994,12,DM,F,37,37
21445,3/11/1994,21,PF,F,15,9
21446,3/11/1994,19,RM,F,16,10
21447,3/11/1994,17,OT,F,21,24
21448,3/11/1994,2,DM,M,36,47
21449,3/11/1994,19,RM,M,16,10
21450,3/11/1994,17,OT,M,22,26
21451,3/11/1994,1,,,NA,9999
21452,3/11/1994,18,,,NA,9999
21453,3/11/1994,20,,,NA,9999
21454,3/11/1994,24,RM,M,17,10
21455,3/12/1994,14,DM,M,38,43
21456,3/12/1994,3,RM,M,NA,8
21457,3/12/1994,9,OT,M,21,25
21458,3/12/1994,8,DO,M,37,9999
21459,3/12/1994,3,RM,F,16,9
21460,3/12/1994,4,DM,F,38,54
21461,3/12/1994,4,DM,M,37,52
21462,3/12/1994,3,NL,M,35,9999
21463,3/12/1994,11,DM,F,36,45
21464,3/12/1994,14,DM,M,37,44
