record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
1107,8,4,1978,12,DS,F,49,120,Dipodomys,spectabilis,Rodent,Control
1108,8,4,1978,17,PE,M,20,19,Peromyscus,eremicus,Rodent,Control
1109,8,4,1978,22,DM,M,37,45,Dipodomys,merriami,Rodent,Control
1110,8,4,1978,17,PE,F,19,14,Peromyscus,eremicus,Rodent,Control
1111,8,4,1978,8,DS,F,51,122,Dipodomys,spectabilis,Rodent,Control
1112,8,4,1978,17,DM,M,35,37,Dipodomys,merriami,Rodent,Control
1113,8,4,1978,20,DM,F,35,36,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1114,8,4,1978,21,OT,,NA,19,Onychomys,torridus,Rodent,Long-term Krat Exclosure
1115,8,4,1978,12,DS,F,49,95,Dipodomys,spectabilis,Rodent,Control
1116,8,4,1978,12,PP,M,22,18,Chaetodipus,penicillatus,Rodent,Control
1117,8,4,1978,20,OL,M,20,17,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
1118,8,4,1978,17,DS,F,48,123,Dipodomys,spectabilis,Rodent,Control
1119,8,4,1978,12,NL,M,33,189,Neotoma,albigula,Rodent,Control
1120,8,4,1978,11,DM,F,30,17,Dipodomys,merriami,Rodent,Control
1121,8,4,1978,17,DM,M,38,50,Dipodomys,merriami,Rodent,Control
1122,8,4,1978,11,DS,M,53,126,Dipodomys,spectabilis,Rodent,Control
1123,8,4,1978,17,DM,F,33,44,Dipodomys,merriami,Rodent,Control
1124,8,4,1978,21,PF,M,15,8,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1125,8,4,1978,12,DM,M,38,44,Dipodomys,merriami,Rodent,Control
1126,8,4,1978,20,PP,F,22,13,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
1127,8,4,1978,9,DM,M,37,39,Dipodomys,merriami,Rodent,Spectab exclosure
1128,8,4,1978,22,DS,F,52,115,Dipodomys,spectabilis,Rodent,Control
1129,8,4,1978,17,DO,M,35,38,Dipodomys,ordii,Rodent,Control
1130,8,4,1978,17,DS,M,51,138,Dipodomys,spectabilis,Rodent,Control
1131,8,4,1978,20,NL,F,33,179,Neotoma,albigula,Rodent,Short-term Krat Exclosure
1132,8,4,1978,19,PM,F,NA,21,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
1133,8,4,1978,12,DS,M,52,105,Dipodomys,spectabilis,Rodent,Control
1134,8,4,1978,11,DM,F,35,43,Dipodomys,merriami,Rodent,Control
1135,8,4,1978,21,PP,M,19,14,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1136,8,4,1978,12,DM,M,35,32,Dipodomys,merriami,Rodent,Control
1137,8,4,1978,8,DM,F,36,36,Dipodomys,merriami,Rodent,Control
1138,8,4,1978,9,DM,M,38,40,Dipodomys,merriami,Rodent,Spectab exclosure
1139,8,4,1978,11,DM,M,37,36,Dipodomys,merriami,Rodent,Control
1140,8,4,1978,19,PM,M,20,19,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
1141,8,4,1978,9,DS,F,47,139,Dipodomys,spectabilis,Rodent,Spectab exclosure
1142,8,4,1978,21,OL,M,20,20,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure
1143,8,4,1978,11,DS,F,52,108,Dipodomys,spectabilis,Rodent,Control
1144,8,4,1978,19,OT,M,19,12,Onychomys,torridus,Rodent,Long-term Krat Exclosure
1145,8,4,1978,12,DM,F,37,39,Dipodomys,merriami,Rodent,Control
1146,8,4,1978,17,NL,F,32,149,Neotoma,albigula,Rodent,Control
1147,8,4,1978,10,,,NA,NA,NA,NA,NA,Rodent Exclosure
1148,8,5,1978,6,DM,F,38,43,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1149,8,5,1978,16,DM,M,38,48,Dipodomys,merriami,Rodent,Rodent Exclosure
1150,8,5,1978,18,DM,F,36,33,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1151,8,5,1978,2,DS,M,52,165,Dipodomys,spectabilis,Rodent,Control
1152,8,5,1978,13,DM,F,37,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1153,8,5,1978,18,DS,M,49,112,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1154,8,5,1978,4,DM,F,36,35,Dipodomys,merriami,Rodent,Control
1155,8,5,1978,6,DS,F,50,100,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1156,8,5,1978,18,DS,M,48,NA,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1157,8,5,1978,4,DM,F,34,34,Dipodomys,merriami,Rodent,Control
1158,8,5,1978,5,DS,F,48,88,Dipodomys,spectabilis,Rodent,Rodent Exclosure
1159,8,5,1978,2,DM,F,36,31,Dipodomys,merriami,Rodent,Control
1160,8,5,1978,14,DS,F,49,123,Dipodomys,spectabilis,Rodent,Control
1161,8,5,1978,6,PF,F,16,6,Perognathus,flavus,Rodent,Short-term Krat Exclosure
1162,8,5,1978,5,DS,M,53,137,Dipodomys,spectabilis,Rodent,Rodent Exclosure
1163,8,5,1978,18,DS,F,NA,NA,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1164,8,5,1978,2,NL,M,34,199,Neotoma,albigula,Rodent,Control
1165,8,5,1978,13,DS,F,47,NA,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1166,8,5,1978,4,DS,M,48,96,Dipodomys,spectabilis,Rodent,Control
1167,8,5,1978,18,DM,F,34,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1168,8,5,1978,15,NL,F,31,196,Neotoma,albigula,Rodent,Long-term Krat Exclosure
1169,8,5,1978,1,DS,M,51,100,Dipodomys,spectabilis,Rodent,Spectab exclosure
1170,8,5,1978,6,DM,M,37,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1171,8,5,1978,1,DS,,NA,130,Dipodomys,spectabilis,Rodent,Spectab exclosure
1172,8,5,1978,6,DS,F,49,98,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1173,8,5,1978,13,DM,F,37,34,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1174,8,5,1978,13,OL,F,21,29,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
1175,8,5,1978,16,OL,M,22,NA,Onychomys,leucogaster,Rodent,Rodent Exclosure
1176,8,5,1978,18,DM,F,33,36,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1177,8,5,1978,14,DM,M,35,36,Dipodomys,merriami,Rodent,Control
1178,8,5,1978,16,DM,M,38,49,Dipodomys,merriami,Rodent,Rodent Exclosure
1179,8,5,1978,18,DM,M,35,30,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1180,8,5,1978,4,DS,F,48,83,Dipodomys,spectabilis,Rodent,Control
1181,8,5,1978,15,PP,F,21,14,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1182,8,5,1978,1,DS,F,50,88,Dipodomys,spectabilis,Rodent,Spectab exclosure
1183,8,5,1978,2,DM,F,37,47,Dipodomys,merriami,Rodent,Control
1184,8,5,1978,14,DM,F,36,43,Dipodomys,merriami,Rodent,Control
1185,8,5,1978,1,DS,F,51,136,Dipodomys,spectabilis,Rodent,Spectab exclosure
1186,8,5,1978,4,DS,F,47,82,Dipodomys,spectabilis,Rodent,Control
1187,8,5,1978,16,OL,F,NA,33,Onychomys,leucogaster,Rodent,Rodent Exclosure
1188,8,5,1978,1,DS,M,51,70,Dipodomys,spectabilis,Rodent,Spectab exclosure
1189,8,5,1978,4,DS,F,50,119,Dipodomys,spectabilis,Rodent,Control
1190,8,5,1978,13,OL,M,22,NA,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
1191,8,5,1978,5,DS,F,51,115,Dipodomys,spectabilis,Rodent,Rodent Exclosure
1192,8,5,1978,3,,,NA,NA,NA,NA,NA,Long-term Krat Exclosure
1193,8,5,1978,7,,,NA,NA,NA,NA,NA,Rodent Exclosure
1194,8,5,1978,23,,,NA,NA,NA,NA,NA,Rodent Exclosure
1195,9,3,1978,11,DM,M,34,NA,Dipodomys,merriami,Rodent,Control
1196,9,3,1978,17,OL,F,21,33,Onychomys,leucogaster,Rodent,Control
1197,9,3,1978,12,NL,F,NA,158,Neotoma,albigula,Rodent,Control
1198,9,3,1978,17,DM,M,37,46,Dipodomys,merriami,Rodent,Control
1199,9,3,1978,12,DS,M,51,107,Dipodomys,spectabilis,Rodent,Control
1200,9,3,1978,11,DS,M,51,126,Dipodomys,spectabilis,Rodent,Control
1201,9,3,1978,12,PP,M,23,19,Chaetodipus,penicillatus,Rodent,Control
1202,9,3,1978,7,PE,F,30,24,Peromyscus,eremicus,Rodent,Rodent Exclosure
1203,9,3,1978,11,DM,F,35,45,Dipodomys,merriami,Rodent,Control
1204,9,3,1978,12,NL,M,NA,189,Neotoma,albigula,Rodent,Control
1205,9,3,1978,8,DS,F,52,122,Dipodomys,spectabilis,Rodent,Control
1206,9,3,1978,20,DM,F,37,39,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1207,9,3,1978,12,DM,F,35,31,Dipodomys,merriami,Rodent,Control
1208,9,3,1978,11,DM,M,36,30,Dipodomys,merriami,Rodent,Control
1209,9,3,1978,12,DS,F,51,124,Dipodomys,spectabilis,Rodent,Control
1210,9,3,1978,8,DO,M,35,54,Dipodomys,ordii,Rodent,Control
1211,9,3,1978,9,DS,F,51,133,Dipodomys,spectabilis,Rodent,Spectab exclosure
1212,9,3,1978,17,DS,F,51,122,Dipodomys,spectabilis,Rodent,Control
1213,9,3,1978,22,DS,F,NA,110,Dipodomys,spectabilis,Rodent,Control
1214,9,3,1978,21,PF,M,16,7,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1215,9,3,1978,17,DM,M,39,52,Dipodomys,merriami,Rodent,Control
1216,9,3,1978,17,DM,M,39,49,Dipodomys,merriami,Rodent,Control
1217,9,3,1978,20,PF,M,16,8,Perognathus,flavus,Rodent,Short-term Krat Exclosure
1218,9,3,1978,7,PE,M,21,19,Peromyscus,eremicus,Rodent,Rodent Exclosure
1219,9,3,1978,9,DM,M,38,43,Dipodomys,merriami,Rodent,Spectab exclosure
1220,9,3,1978,20,NL,F,31,181,Neotoma,albigula,Rodent,Short-term Krat Exclosure
1221,9,3,1978,11,PP,F,22,14,Chaetodipus,penicillatus,Rodent,Control
1222,9,3,1978,11,OT,M,20,24,Onychomys,torridus,Rodent,Control
1223,9,3,1978,22,DS,F,50,128,Dipodomys,spectabilis,Rodent,Control
1224,9,3,1978,17,DS,M,51,136,Dipodomys,spectabilis,Rodent,Control
1225,9,3,1978,9,DS,F,50,100,Dipodomys,spectabilis,Rodent,Spectab exclosure
1226,9,3,1978,17,DM,F,34,44,Dipodomys,merriami,Rodent,Control
1227,9,3,1978,11,PP,M,22,13,Chaetodipus,penicillatus,Rodent,Control
1228,9,3,1978,8,DM,F,36,40,Dipodomys,merriami,Rodent,Control
1229,9,3,1978,9,DM,M,38,41,Dipodomys,merriami,Rodent,Spectab exclosure
1230,9,3,1978,19,PF,M,16,6,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1231,9,3,1978,20,DS,M,51,127,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1232,9,3,1978,9,PF,M,15,7,Perognathus,flavus,Rodent,Spectab exclosure
1233,9,3,1978,21,OL,M,21,24,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure
1234,9,3,1978,8,DS,F,49,134,Dipodomys,spectabilis,Rodent,Control
1235,9,3,1978,11,OT,F,20,20,Onychomys,torridus,Rodent,Control
1236,9,3,1978,21,PP,M,22,15,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1237,9,3,1978,17,OT,M,NA,NA,Onychomys,torridus,Rodent,Control
1238,9,3,1978,22,DS,F,50,125,Dipodomys,spectabilis,Rodent,Control
1239,9,3,1978,12,DS,F,50,100,Dipodomys,spectabilis,Rodent,Control
1240,9,3,1978,19,PE,F,20,13,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
1241,9,3,1978,12,DM,M,34,37,Dipodomys,merriami,Rodent,Control
1242,9,3,1978,8,DM,F,35,40,Dipodomys,merriami,Rodent,Control
1243,9,3,1978,9,DS,F,47,114,Dipodomys,spectabilis,Rodent,Spectab exclosure
1244,9,3,1978,11,DS,F,52,110,Dipodomys,spectabilis,Rodent,Control
1245,9,3,1978,11,DM,M,38,41,Dipodomys,merriami,Rodent,Control
1246,9,3,1978,8,PF,M,15,8,Perognathus,flavus,Rodent,Control
1247,9,3,1978,12,DM,M,38,47,Dipodomys,merriami,Rodent,Control
1248,9,3,1978,10,,,NA,NA,NA,NA,NA,Rodent Exclosure
1249,9,3,1978,23,,,NA,NA,NA,NA,NA,Rodent Exclosure
1250,9,4,1978,3,NL,F,34,141,Neotoma,albigula,Rodent,Long-term Krat Exclosure
1251,9,4,1978,6,DM,F,38,46,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1252,9,4,1978,14,DM,F,36,40,Dipodomys,merriami,Rodent,Control
1253,9,4,1978,13,OL,M,21,36,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
1254,9,4,1978,18,DS,M,52,107,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1255,9,4,1978,4,DM,F,37,39,Dipodomys,merriami,Rodent,Control
1256,9,4,1978,3,OT,M,21,27,Onychomys,torridus,Rodent,Long-term Krat Exclosure
1257,9,4,1978,3,PP,F,21,13,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1258,9,4,1978,13,DM,,NA,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1259,9,4,1978,14,DM,M,36,47,Dipodomys,merriami,Rodent,Control
1260,9,4,1978,18,DS,F,48,134,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1261,9,4,1978,2,NL,M,32,197,Neotoma,albigula,Rodent,Control
1262,9,4,1978,5,DM,F,36,39,Dipodomys,merriami,Rodent,Rodent Exclosure
1263,9,4,1978,13,DS,F,48,86,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1264,9,4,1978,15,PP,F,20,15,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1265,9,4,1978,15,PF,F,16,6,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1266,9,4,1978,2,DS,M,53,158,Dipodomys,spectabilis,Rodent,Control
1267,9,4,1978,4,DS,M,51,118,Dipodomys,spectabilis,Rodent,Control
1268,9,4,1978,1,DS,F,48,123,Dipodomys,spectabilis,Rodent,Spectab exclosure
1269,9,4,1978,2,DM,F,38,41,Dipodomys,merriami,Rodent,Control
1270,9,4,1978,5,DM,F,35,49,Dipodomys,merriami,Rodent,Rodent Exclosure
1271,9,4,1978,1,DS,M,51,124,Dipodomys,spectabilis,Rodent,Spectab exclosure
1272,9,4,1978,2,DM,F,36,42,Dipodomys,merriami,Rodent,Control
1273,9,4,1978,14,DS,F,50,NA,Dipodomys,spectabilis,Rodent,Control
1274,9,4,1978,6,DS,F,51,106,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1275,9,4,1978,3,PF,F,17,7,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1276,9,4,1978,18,DM,M,35,38,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1277,9,4,1978,2,DM,F,38,47,Dipodomys,merriami,Rodent,Control
1278,9,4,1978,6,DS,F,49,114,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1279,9,4,1978,3,DM,M,NA,NA,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
1280,9,4,1978,5,DS,M,52,140,Dipodomys,spectabilis,Rodent,Rodent Exclosure
1281,9,4,1978,3,SS,,NA,NA,Spermophilus,spilosoma,Rodent,Long-term Krat Exclosure
1282,9,4,1978,4,PF,F,16,6,Perognathus,flavus,Rodent,Control
1283,9,4,1978,2,PE,F,20,20,Peromyscus,eremicus,Rodent,Control
1284,9,4,1978,6,DO,M,33,45,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
1285,9,4,1978,14,NL,M,32,118,Neotoma,albigula,Rodent,Control
1286,9,4,1978,3,OT,F,20,28,Onychomys,torridus,Rodent,Long-term Krat Exclosure
1287,9,4,1978,13,DS,F,48,112,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1288,9,4,1978,1,OT,M,19,20,Onychomys,torridus,Rodent,Spectab exclosure
1289,9,4,1978,14,DM,F,36,47,Dipodomys,merriami,Rodent,Control
1290,9,4,1978,18,DM,F,32,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1291,9,4,1978,5,DM,F,37,38,Dipodomys,merriami,Rodent,Rodent Exclosure
1292,9,4,1978,4,DS,F,47,77,Dipodomys,spectabilis,Rodent,Control
1293,9,4,1978,5,DS,F,51,126,Dipodomys,spectabilis,Rodent,Rodent Exclosure
1294,9,4,1978,2,PP,M,21,19,Chaetodipus,penicillatus,Rodent,Control
1295,9,4,1978,18,PE,F,18,16,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure
1296,9,4,1978,1,DS,F,52,138,Dipodomys,spectabilis,Rodent,Spectab exclosure
1297,9,4,1978,4,DS,F,52,125,Dipodomys,spectabilis,Rodent,Control
1298,9,4,1978,5,DS,F,51,106,Dipodomys,spectabilis,Rodent,Rodent Exclosure
1299,9,4,1978,6,DM,M,34,43,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1300,9,4,1978,13,DM,F,37,38,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1301,9,4,1978,2,PE,M,20,17,Peromyscus,eremicus,Rodent,Control
1302,9,4,1978,4,DM,F,36,37,Dipodomys,merriami,Rodent,Control
1303,9,4,1978,16,,,NA,NA,NA,NA,NA,Rodent Exclosure
1304,10,6,1978,1,DM,F,37,NA,Dipodomys,merriami,Rodent,Spectab exclosure
1305,10,6,1978,1,DS,F,47,120,Dipodomys,spectabilis,Rodent,Spectab exclosure
1306,10,6,1978,1,DM,F,34,38,Dipodomys,merriami,Rodent,Spectab exclosure
1307,10,6,1978,1,DS,M,50,125,Dipodomys,spectabilis,Rodent,Spectab exclosure
1308,10,6,1978,1,DS,F,49,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
1309,10,6,1978,1,DM,F,36,51,Dipodomys,merriami,Rodent,Spectab exclosure
1310,10,7,1978,20,DM,F,36,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1311,10,7,1978,9,OT,M,20,18,Onychomys,torridus,Rodent,Spectab exclosure
1312,10,7,1978,11,DM,F,34,45,Dipodomys,merriami,Rodent,Control
1313,10,7,1978,17,OL,M,20,30,Onychomys,leucogaster,Rodent,Control
1314,10,7,1978,8,DS,F,50,118,Dipodomys,spectabilis,Rodent,Control
1315,10,7,1978,11,DS,M,50,108,Dipodomys,spectabilis,Rodent,Control
1316,10,7,1978,21,OL,M,20,30,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure
1317,10,7,1978,11,DM,M,37,45,Dipodomys,merriami,Rodent,Control
1318,10,7,1978,11,PP,F,21,15,Chaetodipus,penicillatus,Rodent,Control
1319,10,7,1978,12,NL,,NA,NA,Neotoma,albigula,Rodent,Control
1320,10,7,1978,20,DM,F,35,35,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1321,10,7,1978,8,DO,M,36,50,Dipodomys,ordii,Rodent,Control
1322,10,7,1978,12,DM,F,37,41,Dipodomys,merriami,Rodent,Control
1323,10,7,1978,22,DS,F,51,112,Dipodomys,spectabilis,Rodent,Control
1324,10,7,1978,9,DM,F,37,41,Dipodomys,merriami,Rodent,Spectab exclosure
1325,10,7,1978,9,DS,F,50,129,Dipodomys,spectabilis,Rodent,Spectab exclosure
1326,10,7,1978,20,DS,M,52,131,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1327,10,7,1978,11,DO,M,34,45,Dipodomys,ordii,Rodent,Control
1328,10,7,1978,17,DM,F,35,41,Dipodomys,merriami,Rodent,Control
1329,10,7,1978,12,DM,M,36,40,Dipodomys,merriami,Rodent,Control
1330,10,7,1978,17,DS,M,52,134,Dipodomys,spectabilis,Rodent,Control
1331,10,7,1978,9,DS,M,50,132,Dipodomys,spectabilis,Rodent,Spectab exclosure
1332,10,7,1978,17,DM,F,37,42,Dipodomys,merriami,Rodent,Control
1333,10,7,1978,17,DS,F,50,121,Dipodomys,spectabilis,Rodent,Control
1334,10,7,1978,12,DS,F,51,120,Dipodomys,spectabilis,Rodent,Control
1335,10,7,1978,9,DS,F,50,98,Dipodomys,spectabilis,Rodent,Spectab exclosure
1336,10,7,1978,22,DS,F,50,124,Dipodomys,spectabilis,Rodent,Control
1337,10,7,1978,12,NL,,NA,NA,Neotoma,albigula,Rodent,Control
1338,10,7,1978,8,DS,F,NA,129,Dipodomys,spectabilis,Rodent,Control
1339,10,7,1978,17,DM,M,38,48,Dipodomys,merriami,Rodent,Control
1340,10,7,1978,11,DS,F,49,118,Dipodomys,spectabilis,Rodent,Control
1341,10,7,1978,9,DM,M,37,37,Dipodomys,merriami,Rodent,Spectab exclosure
1342,10,7,1978,9,DS,F,50,99,Dipodomys,spectabilis,Rodent,Spectab exclosure
1343,10,7,1978,11,PF,F,15,6,Perognathus,flavus,Rodent,Control
1344,10,7,1978,11,DM,M,38,38,Dipodomys,merriami,Rodent,Control
1345,10,7,1978,20,NL,,NA,NA,Neotoma,albigula,Rodent,Short-term Krat Exclosure
1346,10,7,1978,11,DM,F,35,41,Dipodomys,merriami,Rodent,Control
1347,10,7,1978,7,,,NA,NA,NA,NA,NA,Rodent Exclosure
1348,10,7,1978,8,DM,F,36,35,Dipodomys,merriami,Rodent,Control
1349,10,7,1978,10,,,NA,NA,NA,NA,NA,Rodent Exclosure
1350,10,7,1978,23,,,NA,NA,NA,NA,NA,Rodent Exclosure
1351,10,8,1978,2,PF,M,15,6,Perognathus,flavus,Rodent,Control
1352,10,8,1978,3,PP,F,22,NA,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1353,10,8,1978,4,DM,F,35,36,Dipodomys,merriami,Rodent,Control
1354,10,8,1978,5,OT,F,21,20,Onychomys,torridus,Rodent,Rodent Exclosure
1355,10,8,1978,5,OT,M,20,19,Onychomys,torridus,Rodent,Rodent Exclosure
1356,10,8,1978,14,DM,F,36,37,Dipodomys,merriami,Rodent,Control
1357,10,8,1978,18,PF,F,15,7,Perognathus,flavus,Rodent,Short-term Krat Exclosure
1358,10,8,1978,5,DS,M,52,131,Dipodomys,spectabilis,Rodent,Rodent Exclosure
1359,10,8,1978,13,DM,F,37,37,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1360,10,8,1978,18,DS,M,48,113,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1361,10,8,1978,3,NL,,NA,NA,Neotoma,albigula,Rodent,Long-term Krat Exclosure
1362,10,8,1978,18,SS,,NA,NA,Spermophilus,spilosoma,Rodent,Short-term Krat Exclosure
1363,10,8,1978,18,DS,M,49,112,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1364,10,8,1978,14,DS,F,50,121,Dipodomys,spectabilis,Rodent,Control
1365,10,8,1978,2,DS,M,53,149,Dipodomys,spectabilis,Rodent,Control
1366,10,8,1978,3,PF,F,15,NA,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1367,10,8,1978,6,DS,F,52,110,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1368,10,8,1978,15,PP,F,21,16,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1369,10,8,1978,6,DM,M,37,38,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1370,10,8,1978,2,DM,F,36,39,Dipodomys,merriami,Rodent,Control
1371,10,8,1978,4,DS,M,53,115,Dipodomys,spectabilis,Rodent,Control
1372,10,8,1978,13,PF,F,15,7,Perognathus,flavus,Rodent,Short-term Krat Exclosure
1373,10,8,1978,18,DS,F,51,135,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1374,10,8,1978,2,NL,,NA,NA,Neotoma,albigula,Rodent,Control
1375,10,8,1978,13,PP,M,23,20,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
1376,10,8,1978,6,DS,F,48,102,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1377,10,8,1978,14,NL,,NA,NA,Neotoma,albigula,Rodent,Control
1378,10,8,1978,18,PP,M,21,16,Chaetodipus,penicillatus,Rodent,Short-term Krat Exclosure
1379,10,8,1978,14,DM,M,38,45,Dipodomys,merriami,Rodent,Control
1380,10,8,1978,3,PF,F,16,6,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1381,10,8,1978,5,OT,F,20,25,Onychomys,torridus,Rodent,Rodent Exclosure
1382,10,8,1978,2,DM,F,38,42,Dipodomys,merriami,Rodent,Control
1383,10,8,1978,5,DM,F,36,46,Dipodomys,merriami,Rodent,Rodent Exclosure
1384,10,8,1978,13,DS,F,48,106,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
1385,10,8,1978,13,OL,F,20,24,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
1386,10,8,1978,15,PF,F,15,7,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1387,10,8,1978,4,DS,F,51,120,Dipodomys,spectabilis,Rodent,Control
1388,10,8,1978,4,SS,,NA,NA,Spermophilus,spilosoma,Rodent,Control
1389,10,8,1978,13,DM,F,37,37,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1390,10,8,1978,5,OT,M,20,25,Onychomys,torridus,Rodent,Rodent Exclosure
1391,10,8,1978,13,OL,M,20,34,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
1392,10,8,1978,6,DM,M,36,45,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1393,10,8,1978,16,,,NA,NA,NA,NA,NA,Rodent Exclosure
1394,10,8,1978,18,DM,M,36,39,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
1395,10,8,1978,19,PE,,NA,18,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
1396,11,4,1978,9,DM,M,35,42,Dipodomys,merriami,Rodent,Spectab exclosure
1397,11,4,1978,11,DM,F,36,37,Dipodomys,merriami,Rodent,Control
1398,11,4,1978,17,DS,F,50,120,Dipodomys,spectabilis,Rodent,Control
1399,11,4,1978,12,DS,F,50,116,Dipodomys,spectabilis,Rodent,Control
1400,11,4,1978,19,PF,M,15,6,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1401,11,4,1978,8,DS,F,49,124,Dipodomys,spectabilis,Rodent,Control
1402,11,4,1978,1,DM,F,36,39,Dipodomys,merriami,Rodent,Spectab exclosure
1403,11,4,1978,1,DS,M,NA,133,Dipodomys,spectabilis,Rodent,Spectab exclosure
1404,11,4,1978,1,DS,F,47,125,Dipodomys,spectabilis,Rodent,Spectab exclosure
1405,11,4,1978,11,OT,F,20,23,Onychomys,torridus,Rodent,Control
1406,11,4,1978,9,DM,F,37,38,Dipodomys,merriami,Rodent,Spectab exclosure
1407,11,4,1978,12,DM,M,36,32,Dipodomys,merriami,Rodent,Control
1408,11,4,1978,17,DM,F,33,40,Dipodomys,merriami,Rodent,Control
1409,11,4,1978,8,DO,M,35,54,Dipodomys,ordii,Rodent,Control
1410,11,4,1978,11,OL,M,20,33,Onychomys,leucogaster,Rodent,Control
1411,11,4,1978,9,DS,F,50,126,Dipodomys,spectabilis,Rodent,Spectab exclosure
1412,11,4,1978,9,DS,M,48,136,Dipodomys,spectabilis,Rodent,Spectab exclosure
1413,11,4,1978,8,OL,F,20,28,Onychomys,leucogaster,Rodent,Control
1414,11,4,1978,17,DS,M,NA,137,Dipodomys,spectabilis,Rodent,Control
1415,11,4,1978,8,DM,F,35,37,Dipodomys,merriami,Rodent,Control
